,path,number_of_files
3503,../../eu-car-dataset/images/skoda_superb_2006,209
3504,../../eu-car-dataset/images/mercedes-benz_glk-220_2015,244
3505,../../eu-car-dataset/images/peugeot_boxer_2015,218
3506,../../eu-car-dataset/images/skoda_octavia_2004,244
3507,../../eu-car-dataset/images/mitsubishi_colt_2010,280
3508,../../eu-car-dataset/images/land-rover_range-rover-evoque_2014,233
3509,../../eu-car-dataset/images/saab_9-3_2012,85
3510,../../eu-car-dataset/images/bmw_430_2018,239
3511,../../eu-car-dataset/images/dodge_ram_2013,259
3512,../../eu-car-dataset/images/land-rover_range-rover_2013,280
3513,../../eu-car-dataset/images/peugeot_508_2014,322
3514,../../eu-car-dataset/images/chevrolet_captiva_2007,397
3515,../../eu-car-dataset/images/daihatsu_terios_2007,260
3516,../../eu-car-dataset/images/opel_astra_2004,251
3517,../../eu-car-dataset/images/land-rover_range-rover_2010,216
3518,../../eu-car-dataset/images/hyundai_h-1_2010,189
3519,../../eu-car-dataset/images/mercedes-benz_e-300_2011,248
3520,../../eu-car-dataset/images/opel_zafira-tourer_2018,279
3521,../../eu-car-dataset/images/opel_combo_2005,300
3522,../../eu-car-dataset/images/maserati_quattroporte_2008,271
3523,../../eu-car-dataset/images/dacia_lodgy_2018,234
3524,../../eu-car-dataset/images/ford_transit-connect_2011,210
3525,../../eu-car-dataset/images/jeep_cherokee_2006,343
3526,../../eu-car-dataset/images/honda_civic_2008,433
3527,../../eu-car-dataset/images/bmw_520_2002,288
3528,../../eu-car-dataset/images/audi_s8_2008,201
3529,../../eu-car-dataset/images/bmw_635_2010,219
3530,../../eu-car-dataset/images/bmw_320_2016,383
3531,../../eu-car-dataset/images/ford_fiesta_2009,312
3532,../../eu-car-dataset/images/citroen_c4_2010,377
3533,../../eu-car-dataset/images/bmw_730_2009,216
3534,../../eu-car-dataset/images/ford_ranger_2008,199
3535,../../eu-car-dataset/images/bmw_523_2009,275
3536,../../eu-car-dataset/images/hyundai_i40_2011,242
3537,../../eu-car-dataset/images/opel_agila_2005,234
3538,../../eu-car-dataset/images/mini_john-cooper-works-countryman_2015,230
3539,../../eu-car-dataset/images/opel_meriva_2004,393
3540,../../eu-car-dataset/images/opel_astra_2005,373
3541,../../eu-car-dataset/images/renault_latitude_2011,216
3542,../../eu-car-dataset/images/mercedes-benz_sprinter_2002,265
3543,../../eu-car-dataset/images/lexus_is-220d_2009,274
3544,../../eu-car-dataset/images/ford_fiesta_2016,254
3545,../../eu-car-dataset/images/renault_master_2015,212
3546,../../eu-car-dataset/images/mercedes-benz_cls-250_2015,277
3547,../../eu-car-dataset/images/land-rover_discovery_2013,288
3548,../../eu-car-dataset/images/mini_one-d_2017,231
3549,../../eu-car-dataset/images/renault_clio_2014,336
3550,../../eu-car-dataset/images/land-rover_range-rover-velar_2017,292
3551,../../eu-car-dataset/images/mazda_rx-8_2004,312
3552,../../eu-car-dataset/images/chevrolet_kalos_2009,14
3553,../../eu-car-dataset/images/mercedes-benz_sprinter_2003,240
3554,../../eu-car-dataset/images/nissan_370z_2018,254
3555,../../eu-car-dataset/images/alfa-romeo_147_2004,214
3556,../../eu-car-dataset/images/mercedes-benz_a-160_2018,297
3557,../../eu-car-dataset/images/skoda_superb_2011,220
3558,../../eu-car-dataset/images/audi_rs4_2018,267
3559,../../eu-car-dataset/images/bmw_116_2013,227
3560,../../eu-car-dataset/images/fiat_freemont_2016,247
3561,../../eu-car-dataset/images/mazda_mx-5_2014,221
3562,../../eu-car-dataset/images/citroen_c4_2015,239
3563,../../eu-car-dataset/images/ford_transit_2018,250
3564,../../eu-car-dataset/images/mini_cooper_2014,362
3565,../../eu-car-dataset/images/bmw_335_2012,239
3566,../../eu-car-dataset/images/mercedes-benz_e-250_2016,239
3567,../../eu-car-dataset/images/bmw_318_2005,224
3568,../../eu-car-dataset/images/lancia_lybra_2002,180
3569,../../eu-car-dataset/images/mazda_5_2011,250
3570,../../eu-car-dataset/images/mercedes-benz_gla-220_2017,205
3571,../../eu-car-dataset/images/volkswagen_passat-variant_2001,213
3572,../../eu-car-dataset/images/renault_kangoo_2001,362
3573,../../eu-car-dataset/images/mercedes-benz_a-45-amg_2018,274
3574,../../eu-car-dataset/images/alfa-romeo_giulietta_2015,203
3575,../../eu-car-dataset/images/volkswagen_t5-kombi_2009,226
3576,../../eu-car-dataset/images/audi_a8_2015,261
3577,../../eu-car-dataset/images/audi_a2_2002,205
3578,../../eu-car-dataset/images/smart_roadster_2003,339
3579,../../eu-car-dataset/images/bmw_320_2003,239
3580,../../eu-car-dataset/images/volkswagen_touareg_2013,213
3581,../../eu-car-dataset/images/volkswagen_passat_2015,263
3582,../../eu-car-dataset/images/opel_meriva_2015,273
3583,../../eu-car-dataset/images/peugeot_108_2017,239
3584,../../eu-car-dataset/images/peugeot_108_2015,217
3585,../../eu-car-dataset/images/dodge_journey_2009,221
3586,../../eu-car-dataset/images/volkswagen_touran_2018,373
3587,../../eu-car-dataset/images/mercedes-benz_v-220_2016,257
3588,../../eu-car-dataset/images/audi_a2_2006,53
3589,../../eu-car-dataset/images/suzuki_sx4_2006,236
3590,../../eu-car-dataset/images/citroen_ds3_2012,342
3591,../../eu-car-dataset/images/peugeot_4007_2009,215
3592,../../eu-car-dataset/images/bmw_316_2010,230
3593,../../eu-car-dataset/images/ford_mondeo_2006,244
3594,../../eu-car-dataset/images/citroen_ds3_2017,239
3595,../../eu-car-dataset/images/bmw_118_2005,346
3596,../../eu-car-dataset/images/bmw_320_2011,418
3597,../../eu-car-dataset/images/peugeot_107_2006,295
3598,../../eu-car-dataset/images/ford_transit_2015,224
3599,../../eu-car-dataset/images/mini_one-d_2006,315
3600,../../eu-car-dataset/images/audi_rs4_2015,291
3601,../../eu-car-dataset/images/volkswagen_beetle_2017,255
3602,../../eu-car-dataset/images/alfa-romeo_spider_2002,198
3603,../../eu-car-dataset/images/hyundai_i10_2015,209
3604,../../eu-car-dataset/images/citroen_berlingo_2017,255
3605,../../eu-car-dataset/images/mini_cooper-d_2009,360
3606,../../eu-car-dataset/images/bmw_525_2006,206
3607,../../eu-car-dataset/images/ford_kuga_2008,205
3608,../../eu-car-dataset/images/ford_mondeo_2004,212
3609,../../eu-car-dataset/images/ferrari_f12_2013,239
3610,../../eu-car-dataset/images/toyota_corolla_2004,461
3611,../../eu-car-dataset/images/audi_a4_2016,210
3612,../../eu-car-dataset/images/porsche_911_2007,267
3613,../../eu-car-dataset/images/bentley_continental_2012,270
3614,../../eu-car-dataset/images/seat_arosa_2005,150
3615,../../eu-car-dataset/images/nissan_nv400_2016,222
3616,../../eu-car-dataset/images/citroen_c4_2008,379
3617,../../eu-car-dataset/images/fiat_ducato_2002,281
3618,../../eu-car-dataset/images/seat_alhambra_2006,209
3619,../../eu-car-dataset/images/aston-martin_db11_2018,243
3620,../../eu-car-dataset/images/suzuki_grand-vitara_2003,209
3621,../../eu-car-dataset/images/mercedes-benz_s-400_2018,271
3622,../../eu-car-dataset/images/mercedes-benz_r-350_2013,233
3623,../../eu-car-dataset/images/ford_focus-cc_2009,218
3624,../../eu-car-dataset/images/ds-automobiles_ds-7-crossback_2018,270
3625,../../eu-car-dataset/images/jeep_grand-cherokee_2012,249
3626,../../eu-car-dataset/images/audi_tt_2007,228
3627,../../eu-car-dataset/images/land-rover_freelander_2010,241
3628,../../eu-car-dataset/images/land-rover_range-rover_2005,217
3629,../../eu-car-dataset/images/volkswagen_others_2003,237
3630,../../eu-car-dataset/images/hyundai_santa-fe_2014,218
3631,../../eu-car-dataset/images/volkswagen_passat-cc_2015,235
3632,../../eu-car-dataset/images/nissan_leaf_2013,228
3633,../../eu-car-dataset/images/mini_cooper-d-countryman_2011,336
3634,../../eu-car-dataset/images/mercedes-benz_a-160_2002,329
3635,../../eu-car-dataset/images/mercedes-benz_a-250_2013,283
3636,../../eu-car-dataset/images/audi_q7_2017,302
3637,../../eu-car-dataset/images/peugeot_boxer_2010,300
3638,../../eu-car-dataset/images/mercedes-benz_sl-500_2003,249
3639,../../eu-car-dataset/images/renault_scenic_2004,317
3640,../../eu-car-dataset/images/volkswagen_t6-multivan_2017,279
3641,../../eu-car-dataset/images/hyundai_santa-fe_2015,230
3642,../../eu-car-dataset/images/bmw_x5_2017,270
3643,../../eu-car-dataset/images/mercedes-benz_g-500_2017,283
3644,../../eu-car-dataset/images/toyota_prius_2014,267
3645,../../eu-car-dataset/images/bmw_550_2018,232
3646,../../eu-car-dataset/images/ds-automobiles_ds-5_2013,450
3647,../../eu-car-dataset/images/fiat_idea_2005,210
3648,../../eu-car-dataset/images/jeep_cherokee_2005,226
3649,../../eu-car-dataset/images/seat_ateca_2018,460
3650,../../eu-car-dataset/images/infiniti_fx_2013,375
3651,../../eu-car-dataset/images/bmw_x5_2013,232
3652,../../eu-car-dataset/images/nissan_navara_2009,353
3653,../../eu-car-dataset/images/fiat_500x_2017,235
3654,../../eu-car-dataset/images/opel_agila_2001,214
3655,../../eu-car-dataset/images/opel_agila_2007,234
3656,../../eu-car-dataset/images/mini_cooper-d-paceman_2015,268
3657,../../eu-car-dataset/images/subaru_legacy_2008,213
3658,../../eu-car-dataset/images/chevrolet_camaro_2015,249
3659,../../eu-car-dataset/images/mercedes-benz_b-180_2006,224
3660,../../eu-car-dataset/images/volkswagen_passat-variant_2014,216
3661,../../eu-car-dataset/images/volkswagen_transporter_2012,218
3662,../../eu-car-dataset/images/mini_one_2001,180
3663,../../eu-car-dataset/images/chevrolet_captiva_2009,211
3664,../../eu-car-dataset/images/subaru_impreza_2003,348
3665,../../eu-car-dataset/images/kia_sorento_2016,258
3666,../../eu-car-dataset/images/hyundai_i20_2014,223
3667,../../eu-car-dataset/images/volkswagen_t4_2002,212
3668,../../eu-car-dataset/images/renault_zoe_2014,424
3669,../../eu-car-dataset/images/bmw_640_2015,219
3670,../../eu-car-dataset/images/citroen_nemo_2009,390
3671,../../eu-car-dataset/images/jaguar_xkr_2007,256
3672,../../eu-car-dataset/images/volkswagen_passat_2018,252
3673,../../eu-car-dataset/images/mercedes-benz_a-150_2005,208
3674,../../eu-car-dataset/images/audi_rs5_2013,249
3675,../../eu-car-dataset/images/hyundai_matrix_2008,347
3676,../../eu-car-dataset/images/renault_megane_2009,314
3677,../../eu-car-dataset/images/volkswagen_golf-cabriolet_2002,250
3678,../../eu-car-dataset/images/opel_astra_2001,358
3679,../../eu-car-dataset/images/peugeot_307_2005,341
3680,../../eu-car-dataset/images/alfa-romeo_147_2002,269
3681,../../eu-car-dataset/images/subaru_forester_2018,242
3682,../../eu-car-dataset/images/mitsubishi_l200_2004,160
3683,../../eu-car-dataset/images/volkswagen_t5-kombi_2011,222
3684,../../eu-car-dataset/images/honda_cr-v_2017,226
3685,../../eu-car-dataset/images/bmw_m3_2012,251
3686,../../eu-car-dataset/images/chevrolet_cruze_2012,203
3687,../../eu-car-dataset/images/peugeot_607_2005,235
3688,../../eu-car-dataset/images/maserati_granturismo_2012,264
3689,../../eu-car-dataset/images/subaru_impreza_2001,191
3690,../../eu-car-dataset/images/audi_sq5_2013,215
3691,../../eu-car-dataset/images/porsche_911_2009,274
3692,../../eu-car-dataset/images/lexus_is-300_2016,253
3693,../../eu-car-dataset/images/mini_cooper-cabrio_2015,267
3694,../../eu-car-dataset/images/nissan_juke_2013,441
3695,../../eu-car-dataset/images/renault_grand-espace_2008,208
3696,../../eu-car-dataset/images/ford_transit_2009,215
3697,../../eu-car-dataset/images/audi_rs6_2016,259
3698,../../eu-car-dataset/images/mini_cooper-countryman_2011,279
3699,../../eu-car-dataset/images/mercedes-benz_a-170_2008,240
3700,../../eu-car-dataset/images/bmw_750_2017,230
3701,../../eu-car-dataset/images/lancia_ypsilon_2011,392
3702,../../eu-car-dataset/images/land-rover_range-rover-sport_2010,271
3703,../../eu-car-dataset/images/bmw_540_2018,225
3704,../../eu-car-dataset/images/renault_scenic_2012,363
3705,../../eu-car-dataset/images/mercedes-benz_c-43-amg_2016,267
3706,../../eu-car-dataset/images/saab_9-5_2006,265
3707,../../eu-car-dataset/images/bmw_318_2016,442
3708,../../eu-car-dataset/images/fiat_fiorino_2014,346
3709,../../eu-car-dataset/images/skoda_octavia_2009,202
3710,../../eu-car-dataset/images/fiat_stilo_2003,397
3711,../../eu-car-dataset/images/fiat_talento_2018,252
3712,../../eu-car-dataset/images/skoda_superb_2007,233
3713,../../eu-car-dataset/images/dacia_dokker_2013,242
3714,../../eu-car-dataset/images/bmw_m3_2018,245
3715,../../eu-car-dataset/images/opel_astra_2017,272
3716,../../eu-car-dataset/images/land-rover_freelander_2003,221
3717,../../eu-car-dataset/images/renault_grand-espace_2012,297
3718,../../eu-car-dataset/images/land-rover_defender_2016,284
3719,../../eu-car-dataset/images/maserati_quattroporte_2018,232
3720,../../eu-car-dataset/images/subaru_levorg_2018,211
3721,../../eu-car-dataset/images/ford_transit-courier_2018,299
3722,../../eu-car-dataset/images/mitsubishi_pajero_2005,361
3723,../../eu-car-dataset/images/mini_cooper-sd-countryman_2017,284
3724,../../eu-car-dataset/images/ford_transit-connect_2013,235
3725,../../eu-car-dataset/images/citroen_c1_2009,206
3726,../../eu-car-dataset/images/hyundai_ix35_2013,377
3727,../../eu-car-dataset/images/nissan_qashqai_2012,465
3728,../../eu-car-dataset/images/renault_master_2011,361
3729,../../eu-car-dataset/images/abarth_595-competizione_2015,236
3730,../../eu-car-dataset/images/volkswagen_touran_2017,205
3731,../../eu-car-dataset/images/nissan_370z_2017,227
3732,../../eu-car-dataset/images/jeep_wrangler_2005,202
3733,../../eu-car-dataset/images/subaru_wrx_2018,217
3734,../../eu-car-dataset/images/opel_signum_2005,239
3735,../../eu-car-dataset/images/bmw_535_2012,251
3736,../../eu-car-dataset/images/ssangyong_korando_2016,242
3737,../../eu-car-dataset/images/opel_agila_2013,254
3738,../../eu-car-dataset/images/land-rover_freelander_2002,355
3739,../../eu-car-dataset/images/mitsubishi_outlander_2014,210
3740,../../eu-car-dataset/images/ford_tourneo-connect_2018,220
3741,../../eu-car-dataset/images/renault_master_2014,307
3742,../../eu-car-dataset/images/citroen_c4-aircross_2017,262
3743,../../eu-car-dataset/images/mercedes-benz_350_2018,281
3744,../../eu-car-dataset/images/abarth_595-turismo_2017,380
3745,../../eu-car-dataset/images/smart_fortwo_2005,338
3746,../../eu-car-dataset/images/nissan_almera_2006,247
3747,../../eu-car-dataset/images/renault_espace_2001,199
3748,../../eu-car-dataset/images/honda_jazz_2016,237
3749,../../eu-car-dataset/images/volkswagen_up!_2015,219
3750,../../eu-car-dataset/images/subaru_forester_2012,219
3751,../../eu-car-dataset/images/renault_master_2004,213
3752,../../eu-car-dataset/images/seat_leon_2009,214
3753,../../eu-car-dataset/images/volkswagen_up!_2014,249
3754,../../eu-car-dataset/images/bmw_740_2018,203
3755,../../eu-car-dataset/images/mercedes-benz_s-320_2005,307
3756,../../eu-car-dataset/images/bmw_325_2009,242
3757,../../eu-car-dataset/images/lancia_ypsilon_2014,328
3758,../../eu-car-dataset/images/citroen_jumper_2017,253
3759,../../eu-car-dataset/images/fiat_qubo_2012,227
3760,../../eu-car-dataset/images/jeep_cherokee_2002,210
3761,../../eu-car-dataset/images/honda_civic_2017,253
3762,../../eu-car-dataset/images/renault_koleos_2014,228
3763,../../eu-car-dataset/images/bmw_125_2017,220
3764,../../eu-car-dataset/images/renault_megane_2015,230
3765,../../eu-car-dataset/images/seat_altea_2011,239
3766,../../eu-car-dataset/images/dodge_caliber_2008,312
3767,../../eu-car-dataset/images/mini_john-cooper-works-cabrio_2017,137
3768,../../eu-car-dataset/images/peugeot_3008_2014,269
3769,../../eu-car-dataset/images/mazda_6_2016,228
3770,../../eu-car-dataset/images/bmw_318_2009,203
3771,../../eu-car-dataset/images/infiniti_qx70_2015,205
3772,../../eu-car-dataset/images/volkswagen_touareg_2014,276
3773,../../eu-car-dataset/images/land-rover_range-rover-sport_2011,390
3774,../../eu-car-dataset/images/jeep_cherokee_2017,258
3775,../../eu-car-dataset/images/skoda_superb_2015,468
3776,../../eu-car-dataset/images/bmw_z3_2003,68
3777,../../eu-car-dataset/images/volkswagen_golf-variant_2005,367
3778,../../eu-car-dataset/images/fiat_stilo_2007,405
3779,../../eu-car-dataset/images/citroen_c5_2014,240
3780,../../eu-car-dataset/images/kia_rio_2005,222
3781,../../eu-car-dataset/images/toyota_corolla_2006,209
3782,../../eu-car-dataset/images/volkswagen_passat-variant_2015,262
3783,../../eu-car-dataset/images/maserati_granturismo_2010,261
3784,../../eu-car-dataset/images/alfa-romeo_147_2007,308
3785,../../eu-car-dataset/images/peugeot_4007_2011,167
3786,../../eu-car-dataset/images/audi_q8_2018,212
3787,../../eu-car-dataset/images/bmw_318_2014,402
3788,../../eu-car-dataset/images/ford_tourneo-connect_2008,186
3789,../../eu-car-dataset/images/skoda_citigo_2016,357
3790,../../eu-car-dataset/images/suzuki_swift_2018,220
3791,../../eu-car-dataset/images/mercedes-benz_ml-63-amg_2013,293
3792,../../eu-car-dataset/images/citroen_xsara_2001,264
3793,../../eu-car-dataset/images/audi_a5_2010,220
3794,../../eu-car-dataset/images/nissan_pathfinder_2014,162
3795,../../eu-car-dataset/images/mini_cooper-d-clubman_2010,208
3796,../../eu-car-dataset/images/mercedes-benz_ml-350_2007,219
3797,../../eu-car-dataset/images/seat_toledo_2018,206
3798,../../eu-car-dataset/images/opel_zafira_2003,321
3799,../../eu-car-dataset/images/mercedes-benz_ml-320_2005,208
3800,../../eu-car-dataset/images/volkswagen_transporter_2011,349
3801,../../eu-car-dataset/images/peugeot_2008_2014,251
3802,../../eu-car-dataset/images/suzuki_sx4-s-cross_2018,257
3803,../../eu-car-dataset/images/opel_vectra_2006,413
3804,../../eu-car-dataset/images/seat_mii_2014,239
3805,../../eu-car-dataset/images/renault_clio_2001,244
3806,../../eu-car-dataset/images/fiat_multipla_2003,137
3807,../../eu-car-dataset/images/skoda_octavia_2002,358
3808,../../eu-car-dataset/images/audi_a4-allroad_2011,219
3809,../../eu-car-dataset/images/mercedes-benz_e-250_2012,211
3810,../../eu-car-dataset/images/opel_agila_2004,346
3811,../../eu-car-dataset/images/dacia_sandero_2014,388
3812,../../eu-car-dataset/images/mini_cooper_2015,372
3813,../../eu-car-dataset/images/mitsubishi_lancer_2014,270
3814,../../eu-car-dataset/images/mercedes-benz_sl-500_2006,229
3815,../../eu-car-dataset/images/citroen_c3-picasso_2016,317
3816,../../eu-car-dataset/images/volkswagen_golf-gti_2009,342
3817,../../eu-car-dataset/images/mercedes-benz_cl-500_2007,228
3818,../../eu-car-dataset/images/volkswagen_t6-caravelle_2015,192
3819,../../eu-car-dataset/images/subaru_levorg_2017,235
3820,../../eu-car-dataset/images/skoda_rapid%2fspaceback_2016,227
3821,../../eu-car-dataset/images/daihatsu_terios_2008,232
3822,../../eu-car-dataset/images/audi_a6-allroad_2011,410
3823,../../eu-car-dataset/images/mercedes-benz_e-200_2011,408
3824,../../eu-car-dataset/images/volkswagen_fox_2010,217
3825,../../eu-car-dataset/images/bmw_x3_2006,224
3826,../../eu-car-dataset/images/audi_a6_2012,213
3827,../../eu-car-dataset/images/mercedes-benz_c-200_2017,280
3828,../../eu-car-dataset/images/audi_sq7_2018,258
3829,../../eu-car-dataset/images/mercedes-benz_e-200_2013,230
3830,../../eu-car-dataset/images/mercedes-benz_slk-250_2016,67
3831,../../eu-car-dataset/images/opel_cascada_2013,260
3832,../../eu-car-dataset/images/citroen_c2_2004,216
3833,../../eu-car-dataset/images/volkswagen_phaeton_2006,270
3834,../../eu-car-dataset/images/bmw_m6_2013,266
3835,../../eu-car-dataset/images/mazda_mx-5_2012,229
3836,../../eu-car-dataset/images/bmw_318_2003,201
3837,../../eu-car-dataset/images/jaguar_xf_2018,237
3838,../../eu-car-dataset/images/skoda_superb_2018,252
3839,../../eu-car-dataset/images/renault_clio_2009,233
3840,../../eu-car-dataset/images/mercedes-benz_c-400_2015,255
3841,../../eu-car-dataset/images/hyundai_i30_2017,344
3842,../../eu-car-dataset/images/audi_a8_2006,270
3843,../../eu-car-dataset/images/peugeot_206_2013,85
3844,../../eu-car-dataset/images/mercedes-benz_c-220_2007,387
3845,../../eu-car-dataset/images/mercedes-benz_g-500_2018,245
3846,../../eu-car-dataset/images/chrysler_sebring_2010,101
3847,../../eu-car-dataset/images/volkswagen_crafter_2011,417
3848,../../eu-car-dataset/images/mini_cooper-s-clubman_2010,196
3849,../../eu-car-dataset/images/mercedes-benz_a-180_2008,207
3850,../../eu-car-dataset/images/land-rover_freelander_2011,420
3851,../../eu-car-dataset/images/mercedes-benz_sl-500_2013,238
3852,../../eu-car-dataset/images/mercedes-benz_s-500_2009,289
3853,../../eu-car-dataset/images/mercedes-benz_a-180_2010,239
3854,../../eu-car-dataset/images/honda_civic_2016,252
3855,../../eu-car-dataset/images/peugeot_5008_2017,281
3856,../../eu-car-dataset/images/mitsubishi_outlander_2018,235
3857,../../eu-car-dataset/images/volkswagen_golf-gti_2011,302
3858,../../eu-car-dataset/images/dacia_sandero_2018,261
3859,../../eu-car-dataset/images/peugeot_207_2013,214
3860,../../eu-car-dataset/images/citroen_c5_2002,386
3861,../../eu-car-dataset/images/bmw_730_2016,270
3862,../../eu-car-dataset/images/audi_rs4_2014,276
3863,../../eu-car-dataset/images/porsche_911_2001,275
3864,../../eu-car-dataset/images/chrysler_grand-voyager_2007,280
3865,../../eu-car-dataset/images/fiat_barchetta_2001,241
3866,../../eu-car-dataset/images/suzuki_grand-vitara_2009,251
3867,../../eu-car-dataset/images/volkswagen_cc_2015,469
3868,../../eu-car-dataset/images/mazda_3_2016,254
3869,../../eu-car-dataset/images/renault_kangoo_2016,256
3870,../../eu-car-dataset/images/kia_venga_2010,261
3871,../../eu-car-dataset/images/dacia_lodgy_2013,227
3872,../../eu-car-dataset/images/ssangyong_tivoli_2017,251
3873,../../eu-car-dataset/images/subaru_legacy_2009,341
3874,../../eu-car-dataset/images/skoda_fabia_2018,223
3875,../../eu-car-dataset/images/citroen_c4-picasso_2012,201
3876,../../eu-car-dataset/images/honda_cr-z_2012,172
3877,../../eu-car-dataset/images/mini_cooper_2002,401
3878,../../eu-car-dataset/images/citroen_grand-c4-picasso_2018,292
3879,../../eu-car-dataset/images/volkswagen_transporter_2018,367
3880,../../eu-car-dataset/images/fiat_scudo_2009,399
3881,../../eu-car-dataset/images/kia_sportage_2005,401
3882,../../eu-car-dataset/images/peugeot_expert_2013,217
3883,../../eu-car-dataset/images/audi_a1_2016,224
3884,../../eu-car-dataset/images/nissan_nv200_2011,287
3885,../../eu-car-dataset/images/peugeot_1007_2007,381
3886,../../eu-car-dataset/images/mini_cooper-s-cabrio_2012,242
3887,../../eu-car-dataset/images/hyundai_galloper_2001,87
3888,../../eu-car-dataset/images/mercedes-benz_s-350_2007,292
3889,../../eu-car-dataset/images/jeep_patriot_2008,186
3890,../../eu-car-dataset/images/alfa-romeo_gt_2005,361
3891,../../eu-car-dataset/images/bmw_328_2001,42
3892,../../eu-car-dataset/images/mazda_3_2014,211
3893,../../eu-car-dataset/images/audi_a3_2014,261
3894,../../eu-car-dataset/images/mercedes-benz_e-350_2018,265
3895,../../eu-car-dataset/images/ferrari_488_2017,281
3896,../../eu-car-dataset/images/mercedes-benz_a-170_2002,225
3897,../../eu-car-dataset/images/mitsubishi_lancer_2008,385
3898,../../eu-car-dataset/images/porsche_911_2017,295
3899,../../eu-car-dataset/images/citroen_c8_2010,203
3900,../../eu-car-dataset/images/mercedes-benz_sl-350_2012,244
3901,../../eu-car-dataset/images/hyundai_tucson_2017,279
3902,../../eu-car-dataset/images/opel_astra_2008,409
3903,../../eu-car-dataset/images/opel_astra_2014,243
3904,../../eu-car-dataset/images/land-rover_discovery-sport_2017,297
3905,../../eu-car-dataset/images/jaguar_xj_2016,273
3906,../../eu-car-dataset/images/mitsubishi_asx_2014,468
3907,../../eu-car-dataset/images/porsche_911_2016,255
3908,../../eu-car-dataset/images/mercedes-benz_clk-240_2004,292
3909,../../eu-car-dataset/images/kia_carnival_2004,362
3910,../../eu-car-dataset/images/ford_transit-courier_2015,208
3911,../../eu-car-dataset/images/chevrolet_matiz_2010,215
3912,../../eu-car-dataset/images/nissan_pathfinder_2012,280
3913,../../eu-car-dataset/images/bmw_528_2012,290
3914,../../eu-car-dataset/images/mercedes-benz_cls-500_2006,188
3915,../../eu-car-dataset/images/mercedes-benz_c-300_2011,242
3916,../../eu-car-dataset/images/mercedes-benz_c-220_2018,216
3917,../../eu-car-dataset/images/suzuki_liana_2003,210
3918,../../eu-car-dataset/images/citroen_c4-spacetourer_2018,367
3919,../../eu-car-dataset/images/mercedes-benz_gl-350_2016,286
3920,../../eu-car-dataset/images/citroen_c3-aircross_2018,270
3921,../../eu-car-dataset/images/renault_laguna_2005,385
3922,../../eu-car-dataset/images/mini_cooper-s_2007,389
3923,../../eu-car-dataset/images/audi_s3_2002,180
3924,../../eu-car-dataset/images/volkswagen_polo-cross_2013,197
3925,../../eu-car-dataset/images/volkswagen_passat-alltrack_2014,227
3926,../../eu-car-dataset/images/fiat_punto_2007,380
3927,../../eu-car-dataset/images/audi_s6_2015,267
3928,../../eu-car-dataset/images/mercedes-benz_cla-250_2016,246
3929,../../eu-car-dataset/images/mercedes-benz_cla-250_2017,234
3930,../../eu-car-dataset/images/alfa-romeo_156_2002,206
3931,../../eu-car-dataset/images/nissan_navara_2008,382
3932,../../eu-car-dataset/images/bmw_m5_2018,252
3933,../../eu-car-dataset/images/mercedes-benz_clk-200_2009,217
3934,../../eu-car-dataset/images/nissan_murano_2005,239
3935,../../eu-car-dataset/images/mercedes-benz_citan_2013,257
3936,../../eu-car-dataset/images/mercedes-benz_sls_2010,251
3937,../../eu-car-dataset/images/volkswagen_passat-alltrack_2012,412
3938,../../eu-car-dataset/images/mercedes-benz_s-500_2007,211
3939,../../eu-car-dataset/images/mercedes-benz_s-500_2006,225
3940,../../eu-car-dataset/images/alfa-romeo_mito_2017,250
3941,../../eu-car-dataset/images/mercedes-benz_a-200_2007,240
3942,../../eu-car-dataset/images/volkswagen_golf-gti_2014,211
3943,../../eu-car-dataset/images/audi_a7_2012,253
3944,../../eu-car-dataset/images/fiat_qubo_2013,250
3945,../../eu-car-dataset/images/bmw_125_2012,260
3946,../../eu-car-dataset/images/jeep_wrangler_2016,249
3947,../../eu-car-dataset/images/bmw_650_2015,235
3948,../../eu-car-dataset/images/mini_cooper-s-clubman_2017,244
3949,../../eu-car-dataset/images/volkswagen_scirocco_2010,346
3950,../../eu-car-dataset/images/audi_a4_2005,182
3951,../../eu-car-dataset/images/peugeot_1007_2005,354
3952,../../eu-car-dataset/images/smart_fortwo_2016,275
3953,../../eu-car-dataset/images/bmw_120_2005,391
3954,../../eu-car-dataset/images/mercedes-benz_clk-200_2003,377
3955,../../eu-car-dataset/images/bmw_x1_2016,227
3956,../../eu-car-dataset/images/renault_scenic_2008,365
3957,../../eu-car-dataset/images/renault_grand-scenic_2008,248
3958,../../eu-car-dataset/images/peugeot_206_2006,341
3959,../../eu-car-dataset/images/mini_cooper-s_2016,226
3960,../../eu-car-dataset/images/mitsubishi_l200_2016,202
3961,../../eu-car-dataset/images/seat_altea-xl_2016,54
3962,../../eu-car-dataset/images/mercedes-benz_b-180_2014,467
3963,../../eu-car-dataset/images/volkswagen_passat-cc_2008,232
3964,../../eu-car-dataset/images/honda_cr-v_2016,212
3965,../../eu-car-dataset/images/audi_s8_2007,251
3966,../../eu-car-dataset/images/peugeot_rcz_2014,220
3967,../../eu-car-dataset/images/daihatsu_cuore_2008,230
3968,../../eu-car-dataset/images/mercedes-benz_gle-350_2016,250
3969,../../eu-car-dataset/images/mercedes-benz_cls-450_2018,209
3970,../../eu-car-dataset/images/mercedes-benz_200_2008,245
